epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
139,13170.7,0.44785,0.47314,1.0301,0.58815,0.30384,0.29575,0.23323,1.11857,1.68719,1.99429,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,13264.4,0.44216,0.47479,1.02922,0.59721,0.30369,0.29477,0.2358,1.11727,1.6923,1.99502,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,13358.3,0.44183,0.4783,1.02785,0.61672,0.2968,0.29445,0.2361,1.11689,1.69329,1.99812,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,13452.2,0.44636,0.47911,1.03137,0.65666,0.28855,0.29255,0.23401,1.11198,1.70822,2.00308,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,13545.8,0.43371,0.46738,1.02122,0.56911,0.29696,0.29341,0.23513,1.11528,1.71184,2.01197,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,13639.5,0.43894,0.46288,1.02214,0.50457,0.30491,0.29445,0.23661,1.11181,1.71285,2.00861,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,13735.4,0.43404,0.45353,1.01862,0.55814,0.30381,0.29308,0.23549,1.11136,1.70897,2.01316,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,13829.3,0.43058,0.45667,1.01713,0.58451,0.29831,0.29312,0.23383,1.11033,1.70027,2.01118,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,13923,0.42587,0.44077,1.01687,0.6014,0.29642,0.29266,0.23413,1.10946,1.68231,2.01379,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,14016.7,0.42068,0.44902,1.00821,0.61439,0.29338,0.29187,0.23414,1.10807,1.68627,2.01407,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,14110.5,0.42456,0.45244,1.01245,0.64808,0.2928,0.29309,0.23548,1.10531,1.67953,2.01561,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,14204.2,0.4234,0.44809,1.01335,0.66531,0.28788,0.29237,0.23797,1.10374,1.67367,2.01862,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,14300,0.41393,0.42541,1.00512,0.67371,0.28678,0.29292,0.23829,1.09908,1.67836,2.01881,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,14396.7,0.4175,0.43883,1.00854,0.68084,0.28664,0.2932,0.2378,1.09835,1.68126,2.02404,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,14490.6,0.41268,0.43178,1.00037,0.6813,0.28392,0.29247,0.23732,1.09746,1.67727,2.0246,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,14584.4,0.41883,0.4373,1.00428,0.62554,0.2901,0.29291,0.23721,1.09881,1.68118,2.02718,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,14678.3,0.41297,0.42817,1.00033,0.6585,0.29109,0.29482,0.23822,1.0996,1.69202,2.02957,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,14772,0.40388,0.42514,0.99331,0.66542,0.28985,0.29526,0.23924,1.09802,1.69673,2.03245,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,14867.7,0.40387,0.41855,0.99604,0.66419,0.29024,0.29607,0.23927,1.09603,1.70395,2.03117,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,14963.5,0.40212,0.41423,0.99333,0.672,0.2909,0.29524,0.23919,1.09637,1.71132,2.0372,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,15057.4,0.40514,0.42422,0.99553,0.68455,0.28989,0.29588,0.24016,1.09438,1.71834,2.03548,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,15153,0.40331,0.41727,0.998,0.6806,0.29065,0.29585,0.23968,1.09407,1.72811,2.0377,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,15246.9,0.39865,0.41247,0.9893,0.67493,0.29104,0.29556,0.23971,1.0923,1.73586,2.03315,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,15340.6,0.39665,0.40718,0.98846,0.68294,0.28955,0.29572,0.24142,1.09281,1.73512,2.03479,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,15436.4,0.39281,0.41168,0.98622,0.68767,0.28929,0.29569,0.24157,1.09408,1.73231,2.03907,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,15531.8,0.38996,0.40381,0.98169,0.66936,0.29256,0.29457,0.24134,1.09293,1.73061,2.03861,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,15625.8,0.38945,0.39654,0.98303,0.67802,0.29014,0.29397,0.24116,1.0935,1.72405,2.04251,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,15741.6,0.39701,0.39809,0.98177,0.69053,0.28868,0.29454,0.24159,1.09441,1.72094,2.04618,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,15894.2,0.38397,0.39325,0.97574,0.6941,0.28882,0.29484,0.24146,1.09588,1.7203,2.05076,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,16069.3,0.39209,0.40158,0.98588,0.6113,0.30111,0.29534,0.24202,1.09516,1.71701,2.05022,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,16259.7,0.38413,0.3911,0.9779,0.61653,0.30002,0.29656,0.24346,1.09438,1.72151,2.04891,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,16464.1,0.38425,0.38937,0.9813,0.6468,0.29515,0.29663,0.24086,1.09565,1.72851,2.05217,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,16700.3,0.38426,0.399,0.97946,0.64653,0.29607,0.29665,0.24109,1.09449,1.74052,2.05029,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,16864.2,0.37655,0.38569,0.96804,0.64379,0.29653,0.29629,0.24274,1.0944,1.74188,2.05426,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,17054.7,0.37886,0.38558,0.97762,0.64265,0.29679,0.29658,0.24287,1.09403,1.74409,2.05544,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,17256.9,0.37512,0.38127,0.97065,0.63363,0.29698,0.29588,0.24308,1.09463,1.74788,2.05915,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,17377,0.37439,0.38085,0.96871,0.71644,0.2889,0.29612,0.24117,1.09545,1.7495,2.06059,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,17470.4,0.37217,0.37304,0.9706,0.71763,0.28864,0.29628,0.24277,1.09614,1.74709,2.06276,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,17564.2,0.37151,0.3788,0.96636,0.70528,0.2903,0.29519,0.2398,1.09685,1.74825,2.06455,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,17657.9,0.36392,0.37208,0.96345,0.71393,0.28998,0.29503,0.23961,1.09552,1.75058,2.06605,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,17751.3,0.36869,0.36925,0.96665,0.70927,0.29081,0.29455,0.23938,1.09604,1.75217,2.06991,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,17845,0.36337,0.37412,0.96225,0.70845,0.29027,0.29555,0.23979,1.0952,1.75159,2.07177,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,17938.8,0.35906,0.3602,0.96196,0.71451,0.29093,0.29574,0.23969,1.09473,1.75173,2.07196,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,18032.5,0.36652,0.36973,0.96309,0.70548,0.29079,0.2956,0.23986,1.09748,1.75486,2.07969,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,18126.1,0.36028,0.35628,0.96262,0.70405,0.29202,0.29537,0.23982,1.09819,1.75379,2.08334,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,18220.1,0.35283,0.35937,0.95462,0.69344,0.2921,0.29443,0.2391,1.09937,1.75605,2.08814,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,18313.8,0.35301,0.35885,0.95899,0.69358,0.29148,0.29406,0.23946,1.09891,1.75814,2.08979,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,18407.5,0.35437,0.35675,0.95747,0.70196,0.29073,0.2947,0.23776,1.09734,1.75916,2.08941,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,18501.2,0.35374,0.36192,0.95655,0.70233,0.2903,0.29452,0.23778,1.09558,1.75936,2.08871,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,18594.5,0.35428,0.35838,0.95753,0.70836,0.29025,0.29376,0.23944,1.09532,1.76491,2.08846,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,18688.2,0.35033,0.35078,0.95347,0.70287,0.2913,0.29312,0.23938,1.09556,1.7682,2.09089,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,18781.9,0.3442,0.34515,0.95044,0.70096,0.29072,0.29275,0.23874,1.09465,1.77179,2.09024,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,18875.6,0.34432,0.34676,0.9523,0.69579,0.29148,0.29258,0.23894,1.0949,1.77442,2.09197,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,18969.3,0.34299,0.34385,0.94512,0.69782,0.2913,0.29292,0.23873,1.09447,1.77778,2.09165,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,19062.9,0.34083,0.3384,0.94979,0.68597,0.29255,0.29284,0.23816,1.09399,1.77678,2.09095,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,19156.8,0.33588,0.33474,0.94478,0.68306,0.29402,0.2927,0.23811,1.09348,1.77364,2.09121,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,19250.6,0.34617,0.34868,0.95204,0.67885,0.29554,0.29291,0.23839,1.09332,1.77608,2.09109,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,19344.6,0.3356,0.33046,0.9462,0.6835,0.29504,0.29277,0.23879,1.09213,1.77634,2.09136,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,19438.6,0.34153,0.33721,0.94724,0.68782,0.29481,0.2931,0.23894,1.09188,1.77839,2.09355,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,19532.4,0.33692,0.33592,0.94825,0.6942,0.29464,0.29334,0.23861,1.0912,1.7805,2.09344,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,19626.1,0.3311,0.327,0.94324,0.69601,0.2941,0.29359,0.2389,1.09152,1.78014,2.09488,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,19719.7,0.33571,0.33672,0.94459,0.70081,0.29347,0.29374,0.23901,1.09146,1.78137,2.09558,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,19813.7,0.32719,0.3236,0.93399,0.69894,0.29389,0.2945,0.23965,1.0911,1.78229,2.09639,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,19907.4,0.32261,0.32254,0.93486,0.63972,0.3035,0.29525,0.24036,1.09145,1.78535,2.09794,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,20001.1,0.32714,0.32363,0.94121,0.64265,0.30337,0.2946,0.23986,1.09213,1.78775,2.0998,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,20094.9,0.32471,0.31653,0.93634,0.64681,0.30288,0.29386,0.23946,1.09284,1.79229,2.10131,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,20188.7,0.32763,0.31716,0.93242,0.65036,0.30142,0.29406,0.23932,1.09297,1.79519,2.10406,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,20282.7,0.32426,0.31333,0.93639,0.65942,0.30175,0.29368,0.23926,1.09339,1.79734,2.10637,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,20376.2,0.31716,0.30951,0.92844,0.66248,0.30134,0.29347,0.23921,1.09419,1.79953,2.11,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,20470.4,0.32189,0.3141,0.93525,0.66808,0.30098,0.29447,0.23961,1.09476,1.80297,2.11036,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,20564.9,0.32061,0.31557,0.93322,0.67173,0.29971,0.29466,0.23968,1.09361,1.80615,2.10992,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,20658.3,0.31215,0.3149,0.92822,0.6752,0.30055,0.29432,0.24174,1.09257,1.80824,2.11073,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,20752,0.3149,0.31152,0.92872,0.67599,0.30054,0.29436,0.24183,1.09157,1.81067,2.11049,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,20845.8,0.30973,0.30387,0.92634,0.67836,0.30021,0.29453,0.24211,1.09085,1.8124,2.11038,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,20939.5,0.30902,0.29831,0.92633,0.67875,0.30029,0.29445,0.24187,1.09087,1.81384,2.11184,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,21033.1,0.30805,0.30203,0.92589,0.67878,0.3004,0.29423,0.24176,1.09112,1.81475,2.11331,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,21127.2,0.30793,0.29437,0.92423,0.67964,0.30051,0.29415,0.24148,1.0909,1.81724,2.11408,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,21221.2,0.30983,0.3041,0.9281,0.67979,0.30054,0.2937,0.24123,1.0901,1.81905,2.1126,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,21315.1,0.30276,0.29348,0.92299,0.68056,0.2999,0.29377,0.24119,1.09013,1.82144,2.11291,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,21409.2,0.30467,0.29701,0.92781,0.68014,0.30014,0.29413,0.24119,1.09025,1.82384,2.11407,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,21503,0.29964,0.28961,0.92448,0.68433,0.29923,0.29395,0.24117,1.09021,1.82577,2.11499,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,21597,0.29805,0.29225,0.91838,0.68555,0.299,0.29318,0.24106,1.08848,1.82729,2.11284,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,21691,0.29492,0.28553,0.91778,0.68638,0.29865,0.29358,0.24106,1.08881,1.83045,2.11419,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,21785.1,0.29831,0.29274,0.92068,0.6883,0.29874,0.29307,0.24083,1.08924,1.83238,2.11577,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,21878.8,0.29396,0.28476,0.91505,0.68922,0.29882,0.29301,0.24079,1.08885,1.83353,2.11583,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,21972.6,0.29508,0.28345,0.91685,0.68973,0.29898,0.293,0.24086,1.08811,1.83417,2.11563,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,22066.5,0.29307,0.28727,0.91449,0.69002,0.29876,0.29294,0.24058,1.08795,1.83533,2.1162,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,22160.2,0.29621,0.2837,0.91883,0.69008,0.29877,0.29335,0.24072,1.0877,1.83627,2.11668,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,22254.3,0.30083,0.28437,0.92048,0.68923,0.29844,0.29317,0.24073,1.08702,1.83867,2.11584,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,22349.2,0.28631,0.27489,0.9097,0.68678,0.29862,0.29319,0.24061,1.08676,1.83986,2.11648,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,22443,0.28953,0.27525,0.9154,0.68466,0.2991,0.29312,0.24074,1.08695,1.84066,2.11773,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,22537.1,0.2837,0.26988,0.91042,0.69469,0.2978,0.29327,0.2414,1.08613,1.84197,2.1172,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,22630.6,0.28191,0.27506,0.9093,0.69517,0.29702,0.293,0.24141,1.08597,1.84241,2.11786,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,22724.1,0.2788,0.27256,0.90964,0.69177,0.2974,0.29328,0.2418,1.0853,1.84241,2.11766,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,22817.5,0.27439,0.26825,0.90622,0.69233,0.29786,0.2932,0.24186,1.08516,1.84251,2.11813,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,22911.1,0.28222,0.26374,0.91188,0.69118,0.29805,0.29333,0.24215,1.08461,1.84384,2.11769,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,23004.7,0.27909,0.26844,0.91266,0.68881,0.29781,0.29289,0.24175,1.08419,1.84469,2.11758,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,23097.9,0.2787,0.26766,0.90519,0.68636,0.29809,0.29268,0.24151,1.08403,1.84453,2.11899,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,23191.4,0.27268,0.26089,0.90653,0.68249,0.29868,0.29266,0.24139,1.08345,1.84493,2.11874,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,23285.4,0.26919,0.25887,0.90543,0.67816,0.2993,0.29266,0.24143,1.08303,1.84626,2.11857,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,23380.6,0.27427,0.26057,0.90764,0.67864,0.29936,0.29234,0.24127,1.08256,1.84705,2.11898,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,23474.4,0.26961,0.25575,0.90574,0.67816,0.29944,0.29238,0.24139,1.0822,1.849,2.11927,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,23567.9,0.2688,0.25439,0.90184,0.67867,0.29942,0.292,0.24129,1.08165,1.85054,2.11866,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,23661.6,0.26891,0.2527,0.90304,0.67807,0.29927,0.29207,0.24122,1.08178,1.85146,2.12043,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,23755.3,0.267,0.25145,0.90255,0.67641,0.29943,0.29221,0.24139,1.08118,1.85291,2.12073,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,23848.8,0.26511,0.25331,0.89969,0.67564,0.29952,0.29221,0.24162,1.08096,1.85392,2.12163,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,23942.3,0.26111,0.24431,0.89684,0.6741,0.29968,0.29218,0.2416,1.08078,1.85398,2.12252,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,24036,0.26081,0.24741,0.89852,0.67399,0.29983,0.29207,0.24149,1.08095,1.85411,2.1235,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,24129.6,0.26097,0.24665,0.89973,0.67303,0.29961,0.29196,0.24145,1.08114,1.85564,2.12442,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,24223.3,0.26086,0.24056,0.89665,0.67279,0.30004,0.2921,0.24151,1.08098,1.85591,2.12489,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,24316.9,0.26096,0.24131,0.89475,0.67418,0.29995,0.29214,0.24153,1.08062,1.85741,2.12432,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,24410.5,0.25396,0.23811,0.89117,0.67752,0.29947,0.29246,0.24163,1.0804,1.85756,2.12471,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,24504,0.25575,0.24058,0.89417,0.67578,0.29963,0.2923,0.24145,1.08009,1.85793,2.12488,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,24597.5,0.2531,0.23678,0.89174,0.67975,0.29863,0.29206,0.24153,1.08005,1.85841,2.12619,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,24691.2,0.25446,0.23792,0.89404,0.67911,0.29846,0.29167,0.24115,1.07987,1.85854,2.1264,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,24784.8,0.25445,0.23378,0.88957,0.67839,0.29852,0.29174,0.24134,1.07955,1.85984,2.12657,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,24878.1,0.25061,0.23403,0.89319,0.67887,0.29819,0.29167,0.24134,1.07967,1.86049,2.12797,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,24971.6,0.24913,0.23487,0.8911,0.6775,0.29864,0.29198,0.24139,1.07907,1.86129,2.12729,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,25065.3,0.24872,0.23615,0.8915,0.67769,0.29858,0.29194,0.24136,1.07898,1.86092,2.12789,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,25158.9,0.2435,0.22689,0.8912,0.67748,0.29859,0.29194,0.24142,1.07856,1.86147,2.12804,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,25252.3,0.24329,0.22707,0.89091,0.6722,0.2997,0.29222,0.2415,1.07845,1.86227,2.12836,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,25345.7,0.24041,0.22793,0.88945,0.67207,0.29959,0.29199,0.24159,1.07857,1.86226,2.12933,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,25439.2,0.24551,0.22813,0.88976,0.68928,0.29659,0.29197,0.24156,1.07744,1.8633,2.12793,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,25532.5,0.24131,0.2223,0.88414,0.68989,0.29659,0.29197,0.24151,1.07742,1.86317,2.12858,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,25625.9,0.23615,0.22136,0.88619,0.69068,0.29664,0.29194,0.24129,1.07772,1.86314,2.12988,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,25719,0.23601,0.22008,0.8869,0.6859,0.29849,0.29147,0.24085,1.07732,1.86409,2.12984,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,25812.9,0.23166,0.21762,0.88222,0.6847,0.2986,0.29177,0.2412,1.07721,1.86442,2.13019,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,25906.3,0.23397,0.21781,0.88445,0.68543,0.29849,0.29177,0.24118,1.07682,1.86661,2.13022,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,26000,0.22867,0.21507,0.87957,0.68478,0.29837,0.29176,0.24145,1.0769,1.86659,2.13074,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,26093.4,0.23084,0.21747,0.88382,0.68446,0.29842,0.29207,0.24152,1.07702,1.86784,2.13158,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,26186.9,0.22367,0.20278,0.87587,0.68454,0.2983,0.29206,0.2417,1.07724,1.86954,2.13232,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
